Domain,Indicator,Item,Element,CountryCode,CountryName,Region,Scenario,Units,Year,Value
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,8374.54
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,8815.733
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,8839.647
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,8855.096
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,8906.513
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Business As Usual,1000 heads,2012,8374.54
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Business As Usual,1000 heads,2030,10533.096
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Business As Usual,1000 heads,2035,11045.715
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Business As Usual,1000 heads,2040,11522.397
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Business As Usual,1000 heads,2050,12350.408
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Stratified Societies,1000 heads,2012,8374.54
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Stratified Societies,1000 heads,2030,11643.297
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Stratified Societies,1000 heads,2035,12053.13
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Stratified Societies,1000 heads,2040,12232.551
Livestock,Herd sizes,Raising of sheep,Total,MEX,Mexico,Latin America/Caribbean,Stratified Societies,1000 heads,2050,12186.714
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,6.23
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,7.377
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,7.597
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,7.801
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,8.182
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Business As Usual,1000 heads,2012,6.23
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Business As Usual,1000 heads,2030,7.577
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Business As Usual,1000 heads,2035,7.864
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Business As Usual,1000 heads,2040,8.143
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Business As Usual,1000 heads,2050,8.663
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Stratified Societies,1000 heads,2012,6.23
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Stratified Societies,1000 heads,2030,7.551
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Stratified Societies,1000 heads,2035,7.833
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Stratified Societies,1000 heads,2040,8.12
Livestock,Herd sizes,Raising of sheep,Total,NIC,Nicaragua,Latin America/Caribbean,Stratified Societies,1000 heads,2050,8.636
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,12872.618
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,13117.045
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,13410.036
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,13816.99
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,14657.264
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Business As Usual,1000 heads,2012,12872.618
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Business As Usual,1000 heads,2030,15582.671
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Business As Usual,1000 heads,2035,16200.567
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Business As Usual,1000 heads,2040,16731.005
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Business As Usual,1000 heads,2050,17521.954
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Stratified Societies,1000 heads,2012,12872.618
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Stratified Societies,1000 heads,2030,18040.426
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Stratified Societies,1000 heads,2035,18430.148
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Stratified Societies,1000 heads,2040,18286.349
Livestock,Herd sizes,Raising of sheep,Total,PER,Peru,Latin America/Caribbean,Stratified Societies,1000 heads,2050,17114.61
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,428.635
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,498.306
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,511.451
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,523.77
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,547.359
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Business As Usual,1000 heads,2012,428.635
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Business As Usual,1000 heads,2030,519.778
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Business As Usual,1000 heads,2035,539.012
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Business As Usual,1000 heads,2040,557.563
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Business As Usual,1000 heads,2050,592.066
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Stratified Societies,1000 heads,2012,428.635
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Stratified Societies,1000 heads,2030,522.684
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Stratified Societies,1000 heads,2035,541.344
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Stratified Societies,1000 heads,2040,559.486
Livestock,Herd sizes,Raising of sheep,Total,PRY,Paraguay,Latin America/Caribbean,Stratified Societies,1000 heads,2050,589.829
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,5.311
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,6.092
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,6.241
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,6.383
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,6.66
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Business As Usual,1000 heads,2012,5.311
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Business As Usual,1000 heads,2030,6.433
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Business As Usual,1000 heads,2035,6.663
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Business As Usual,1000 heads,2040,6.878
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Business As Usual,1000 heads,2050,7.279
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Stratified Societies,1000 heads,2012,5.311
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Stratified Societies,1000 heads,2030,6.297
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Stratified Societies,1000 heads,2035,6.485
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Stratified Societies,1000 heads,2040,6.67
Livestock,Herd sizes,Raising of sheep,Total,SLV,El Salvador,Latin America/Caribbean,Stratified Societies,1000 heads,2050,6.989
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,7.276
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,7.745
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,7.775
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,7.798
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,7.86
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Business As Usual,1000 heads,2012,7.276
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Business As Usual,1000 heads,2030,8.852
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Business As Usual,1000 heads,2035,9.179
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Business As Usual,1000 heads,2040,9.492
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Business As Usual,1000 heads,2050,10.076
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Stratified Societies,1000 heads,2012,7.276
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Stratified Societies,1000 heads,2030,8.923
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Stratified Societies,1000 heads,2035,9.22
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Stratified Societies,1000 heads,2040,9.493
Livestock,Herd sizes,Raising of sheep,Total,SUR,Suriname,Latin America/Caribbean,Stratified Societies,1000 heads,2050,9.887
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Toward Sustainability,1000 heads,2012,569.556
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Toward Sustainability,1000 heads,2030,598.81
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Toward Sustainability,1000 heads,2035,599.102
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Toward Sustainability,1000 heads,2040,598.819
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Toward Sustainability,1000 heads,2050,600.307
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Business As Usual,1000 heads,2012,569.556
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Business As Usual,1000 heads,2030,685.719
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Business As Usual,1000 heads,2035,710.18
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Business As Usual,1000 heads,2040,733.663
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Business As Usual,1000 heads,2050,777.077
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Stratified Societies,1000 heads,2012,569.556
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Stratified Societies,1000 heads,2030,684.448
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Stratified Societies,1000 heads,2035,707.465
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Stratified Societies,1000 heads,2040,729.913
Livestock,Herd sizes,Raising of sheep,Total,VEN,Venezuela (Bolivarian Republic of),Latin America/Caribbean,Stratified Societies,1000 heads,2050,768.167
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,760.689
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,842.185
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,858.781
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,875.45
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,909.111
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Business As Usual,1000 heads,2012,760.689
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Business As Usual,1000 heads,2030,907.678
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Business As Usual,1000 heads,2035,939.093
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Business As Usual,1000 heads,2040,969.124
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Business As Usual,1000 heads,2050,1023.697
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Stratified Societies,1000 heads,2012,760.689
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Stratified Societies,1000 heads,2030,931.332
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Stratified Societies,1000 heads,2035,959.453
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Stratified Societies,1000 heads,2040,982.47
Livestock,Herd sizes,Raising of sheep,Total,XLAC,Rest of LAC,Latin America/Caribbean,Stratified Societies,1000 heads,2050,1009.304
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,38784.113
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,43990.88
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,44132.324
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,43808.548
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,42717.821
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Business As Usual,1000 heads,2012,38784.113
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Business As Usual,1000 heads,2030,42901.02
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Business As Usual,1000 heads,2035,43820.442
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Business As Usual,1000 heads,2040,44628.09
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Business As Usual,1000 heads,2050,45906.987
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Stratified Societies,1000 heads,2012,38784.113
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Stratified Societies,1000 heads,2030,47065.55
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Stratified Societies,1000 heads,2035,48300.603
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Stratified Societies,1000 heads,2040,49216.25
Livestock,Herd sizes,Livestock units,Total,ARG,Argentina,Latin America/Caribbean,Stratified Societies,1000 heads,2050,49878.824
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Toward Sustainability,1000 heads,2012,9750.788
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Toward Sustainability,1000 heads,2030,15830.927
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Toward Sustainability,1000 heads,2035,17123.817
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Toward Sustainability,1000 heads,2040,18221.706
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Toward Sustainability,1000 heads,2050,20043.413
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Business As Usual,1000 heads,2012,9750.788
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Business As Usual,1000 heads,2030,15878.648
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Business As Usual,1000 heads,2035,17302.6
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Business As Usual,1000 heads,2040,18690.452
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Business As Usual,1000 heads,2050,21323.766
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Stratified Societies,1000 heads,2012,9750.788
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Stratified Societies,1000 heads,2030,15499.765
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Stratified Societies,1000 heads,2035,16889.544
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Stratified Societies,1000 heads,2040,18348.655
Livestock,Herd sizes,Livestock units,Total,BOL,Bolivia (Plurinational State of),Latin America/Caribbean,Stratified Societies,1000 heads,2050,21190.987
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,172816.924
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,183901.065
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,189077.357
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,193208.946
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,196132.945
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Business As Usual,1000 heads,2012,172816.924
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Business As Usual,1000 heads,2030,197767.915
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Business As Usual,1000 heads,2035,205624.156
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Business As Usual,1000 heads,2040,211189.66
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Business As Usual,1000 heads,2050,215168.763
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Stratified Societies,1000 heads,2012,172816.924
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Stratified Societies,1000 heads,2030,215059.942
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Stratified Societies,1000 heads,2035,215611.83
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Stratified Societies,1000 heads,2040,214370.766
Livestock,Herd sizes,Livestock units,Total,BRA,Brazil,Latin America/Caribbean,Stratified Societies,1000 heads,2050,205244.529
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,20170.7
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,35740.704
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,38600.771
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,40752.042
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,42995.916
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Business As Usual,1000 heads,2012,20170.7
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Business As Usual,1000 heads,2030,35151.273
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Business As Usual,1000 heads,2035,37941.715
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Business As Usual,1000 heads,2040,40171.116
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Business As Usual,1000 heads,2050,42791.9
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Stratified Societies,1000 heads,2012,20170.7
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Stratified Societies,1000 heads,2030,35434.402
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Stratified Societies,1000 heads,2035,38255.526
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Stratified Societies,1000 heads,2040,40619.176
Livestock,Herd sizes,Livestock units,Total,COL,Colombia,Latin America/Caribbean,Stratified Societies,1000 heads,2050,43788.136
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,1267.168
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,1412.104
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,1426.231
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,1434.35
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,1444.814
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Business As Usual,1000 heads,2012,1267.168
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Business As Usual,1000 heads,2030,1565.83
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Business As Usual,1000 heads,2035,1611.105
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Business As Usual,1000 heads,2040,1645.441
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Business As Usual,1000 heads,2050,1690.218
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Stratified Societies,1000 heads,2012,1267.168
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Stratified Societies,1000 heads,2030,1516.402
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Stratified Societies,1000 heads,2035,1565.284
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Stratified Societies,1000 heads,2040,1613.885
Livestock,Herd sizes,Livestock units,Total,CRI,Costa Rica,Latin America/Caribbean,Stratified Societies,1000 heads,2050,1706.206
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,3844.416
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,4274.267
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Toward Sustainability,1000 heads,2035,4271.641
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Toward Sustainability,1000 heads,2040,4240.339
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Toward Sustainability,1000 heads,2050,4175.42
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Business As Usual,1000 heads,2012,3844.416
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Business As Usual,1000 heads,2030,3930.864
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Business As Usual,1000 heads,2035,3944.478
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Business As Usual,1000 heads,2040,3975.789
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Business As Usual,1000 heads,2050,4084.039
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Stratified Societies,1000 heads,2012,3844.416
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Stratified Societies,1000 heads,2030,3669.406
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Stratified Societies,1000 heads,2035,3725.779
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Stratified Societies,1000 heads,2040,3844.91
Livestock,Herd sizes,Livestock units,Total,CUB,Cuba,Latin America/Caribbean,Stratified Societies,1000 heads,2050,4181.227
Livestock,Herd sizes,Livestock units,Total,DOM,Dominican Republic,Latin America/Caribbean,Toward Sustainability,1000 heads,2012,4010.52
Livestock,Herd sizes,Livestock units,Total,DOM,Dominican Republic,Latin America/Caribbean,Toward Sustainability,1000 heads,2030,4635.881
