locName,region
Chaitén--Costanera,Los Lagos
"Carpay, La Reina CL-Santiago -33.44760, -70.51788",Región Metropolitana de Santiago
"279 Manuel Rodríguez, Puerto Montt, Los Lagos, CL (-41.471, -72.951)",Los Lagos
"Ruta 202, Valdivia, Los Ríos, CL (-39,738, -73,138)",Los Ríos
Plaza en Onofre Jarpa con Pintor Cosme,Región Metropolitana de Santiago
"T-85, Rio Bueno, Los Ríos, CL (-40.334, -72.925)",Los Ríos
Tranque Catapilco,Valparaíso
"Lago Rupanco, Puerto Octay CL-Los Lagos -40.87874, -72.38656",Los Lagos
Plaza El Ancla,Región Metropolitana de Santiago
Temuco--Gabriela Mistral,Araucanía
Puente El Tigre,Los Lagos
"Q-685, Santa Bárbara, Bío Bío, CL (-37.705, -71.791)",Bío-Bío
"30 oct. 2020 14:57
-34.533, -71.169",Libertador General Bernardo O'Higgins
"Y-905, Cabo de Hornos, Magallanes y la Antártica Chilena, CL (-54,932, -67,54)",Magallanes
"Soldado Valenzuela 3975, Arica CL-XV Arica and Parinacota Region -18.44073, -70.29343",Arica y Parinacota
"30 oct. 2020 13:38
-34.546, -71.229",Libertador General Bernardo O'Higgins
Estero Curiche,Bío-Bío
"356, Constitución CL-Maule (-35.3110,-72.4017)",Maule
"Coyhaique, Aysén, CL (-45.561, -71.981)",Aisén del General Carlos Ibáñez del Campo
"CL (-42,867, -73,712)",Los Lagos
"696 Alonso de Rivera, Copiapó, Atacama, CL (-27.386, -70.302)",Atacama
Playa Los Tebos,Valparaíso
"5220000, La Unión CL-Los Ríos -40.19279, -72.53662",Los Ríos
"Los Ligues, Coltauco CL-Libertador General Bernardo O'Higgins -34.23904, -71.07042",Libertador General Bernardo O'Higgins
"La Laguna, Puchuncaví CL-Valparaíso (-32.6317,-71.4286)",Valparaíso
Casa mamá Maripi,Región Metropolitana de Santiago
"Isla Navarino, Cabo de Hornos CL-Magallanes y La Antártica Chilena (-54.9561,-67.5731)",Magallanes
"968 Avenida La Playa, Las Cruces, Valparaíso, CL (-33.504, -71.618)",Valparaíso
"1568 Osvaldo Marín, Las Cruces, Valparaíso, CL (-33,501, -71,633)",Valparaíso
"Isla Navarino, Cabo de Hornos CL-Magallanes y La Antártica Chilena (-54.9633,-67.5511)",Magallanes
"Unnamed Road, Hornitos, Antofagasta, CL (-22.932, -70.307)",Antofagasta
Camino Int Fundo La Laguna,Región Metropolitana de Santiago
"Camping Las Margaritas, Manchuria, Araucanía, CL (-38,467, -71,773)",Araucanía
Isla Pájaros norte,Valparaíso
"Soldado Valenzuela 3975, Arica CL-XV Arica and Parinacota Region -18.44075, -70.29341",Arica y Parinacota
"Curacautín, Araucanía, CL (-38,396, -71,54)",Araucanía
"Camino Los Cóndores, Lo Barnechea CL-Metropolitana de Santiago -33.34475, -70.30154",Región Metropolitana de Santiago
"Acceso Playa Punta de Rieles, Mejillones, Antofagasta, CL (-23.042, -70.501)",Antofagasta
"1476 Manuel Ojeda, Castro, Los Lagos, CL (-42,483, -73,783)",Los Lagos
"La Rábida 5462, Las Condes CL-Santiago (-33.4231,-70.5681)",Región Metropolitana de Santiago
"125 Carmela, Puerto Montt, Los Lagos, CL (-41.47, -72.921)",Los Lagos
"Casa Estela del Mar, Chovellén, Pullehue",Maule
"Unnamed Road, Melipilla, Región Metropolitana, CL (-33,809, -71,187)",Región Metropolitana de Santiago
"Rio Seco, Gruta Covadonga",Magallanes
La isla,Bío-Bío
"1299 Pasaje Sur 3, Coyhaique, Aysén, CL (-45,595, -72,072)",Aisén del General Carlos Ibáñez del Campo
Tranque de Riego Ruta 5 Norte,Coquimbo
"748 Santo Domingo, Santiago, Región Metropolitana, CL (-33.436, -70.648)",Región Metropolitana de Santiago
"Sendero sierra nevada, Araucanía, CL (-38,543, -71,588)",Araucanía
Refugio La Picada,Los Lagos
"9390000, Lampa CL-Metropolitana de Santiago -33.20738, -70.81839",Región Metropolitana de Santiago
"Inea - Hacienda Compañía Norte, Vallenar CL-Atacama -28.58241, -70.79681",Atacama
Costa Palena - Río Encuentro,Los Lagos
"550, Puerto Montt CL-Los Lagos -41.46370, -72.87952",Los Lagos
"Torres del Paine National Park, Torres del Paine CL-Magallanes and Antartica Chilena (-51.1117,-72.9657)",Magallanes
"Sendero Paso Desolacion, Petrohue, Los Lagos, CL (-41.098, -72.431)",Los Lagos
"100, Arica CL-XV Arica and Parinacota Region -18.47522, -70.32139",Arica y Parinacota
"Las Dunas, Arica CL-XV Arica and Parinacota Region -18.41571, -70.32142",Arica y Parinacota
"Soldado Ambrosio González 829, Arica CL-XV Arica and Parinacota Region -18.44082, -70.29326",Arica y Parinacota
"Laja, Bío Bío, CL (-37,369, -72,673)",Bío-Bío
"Coyhaique, Aysén, CL (-45.559, -71.973)",Aisén del General Carlos Ibáñez del Campo
"Lago Rupanco, Puerto Octay CL-Los Lagos -40.87904, -72.38695",Los Lagos
"CL (-43,346, -73,396)",Los Lagos
"2030000, Los Vilos CL-Coquimbo (-31.9510,-71.1888)",Coquimbo
"1050 Caupolicán, Providencia, Región Metropolitana, CL (-33,446, -70,618)",Región Metropolitana de Santiago
"Calle Jorge Riadi, Talagante CL-Metropolitana de Santiago (-33,6681,-70,9250)",Región Metropolitana de Santiago
Pasaje Luis Gandarillas,Región Metropolitana de Santiago
"Laguna/humedal Pudeto, Ancud, Los Lagos, CL (-41.881, -73.794)",Los Lagos
"4 Oriente Curacautin, Araucanía, CL (-38,44, -71,875)",Araucanía
Aldea del Encuentro,Región Metropolitana de Santiago
"5500 Avenida del Mar, La Serena, Coquimbo, CL (-29.939, -71.286)",Coquimbo
"966, San Pedro CL-Metropolitana de Santiago -33.90532, -71.46329",Región Metropolitana de Santiago
"369, Pelluhue CL-Maule -35.95979, -72.74909",Maule
"Cruce M-50 (Pueblo Hundido) - Curanipe - Cobquecura, Sector: Cruce M-50 (Pueblo Hundido) - Tregualemu, Pelluhue CL-Maule -35.97975, -72.76195",Maule
Embalse Carén,Región Metropolitana de Santiago
"Coyhaique, Aysén, CL (-45,875, -72,076)",Aisén del General Carlos Ibáñez del Campo
"Boca del Buchupureo, Cobquecura",Ñuble
Casa Coyhaique Campo alegre,Aisén del General Carlos Ibáñez del Campo
"S/N Avenida El Peral, Cartagena, Valparaíso, CL (-33,533, -71,596)",Valparaíso
"Avenida Fertilizantes, Mejillones, Antofagasta, CL (-23.088, -70.413)",Antofagasta
"Soldado Valenzuela 3982, Arica CL-XV Arica and Parinacota Region -18.44064, -70.29332",Arica y Parinacota
Boulder de Las Papas,Región Metropolitana de Santiago
"340 Ruta G-692, Alhue, Región Metropolitana, CL (-34.025, -71.095)",Región Metropolitana de Santiago
"4504 Dulcinea, Maipú, Región Metropolitana, CL (-33,483, -70,742)",Región Metropolitana de Santiago
"Nov 3, 2020 20:27
-33.967, -71.059",Región Metropolitana de Santiago
"N-55, Pinto, Bío Bío, CL (-36.895, -71.556)",Ñuble
"Diego de Deza 1160, Las Condes CL-Santiago (-33.4190,-70.5683)",Región Metropolitana de Santiago
"1899 General Gana, Santiago, Región Metropolitana, CL (-33,471, -70,659)",Región Metropolitana de Santiago
Laguna Tronicura,Araucanía
"595, Coihaique CL-Aysén del General Carlos Ibáñez del Campo (-45.7372,-72.2017)",Aisén del General Carlos Ibáñez del Campo
"Unnamed Road, Coyhaique, Aysén, CL (-45.561, -71.973)",Aisén del General Carlos Ibáñez del Campo
Estero Carén--Puente Camino Loncha,Región Metropolitana de Santiago
"Alhué, Región Metropolitana, CL (-33,934, -71,048)",Región Metropolitana de Santiago
"Soldado Valenzuela 3992, Arica CL-XV Arica and Parinacota Region -18.44078, -70.29334",Arica y Parinacota
"Estación Experimental Quempillen, Ancud, Los Lagos, CL (-41.869, -73.767)",Los Lagos
"2840000, Alhué CL-Metropolitana de Santiago -34.12913, -71.13375",Región Metropolitana de Santiago
"2840000, Alhué CL-Metropolitana de Santiago -34.12901, -71.10114",Región Metropolitana de Santiago
"Sector Colonia San Martin, Frutillar CL-Los Lagos -41.02773, -73.11017",Los Lagos
"932 Avenida Costanera, Coquimbo, Coquimbo, CL (-29.984, -71.366)",Coquimbo
"X-589, Coyhaique, Aysén, CL (-45.561, -72.008)",Aisén del General Carlos Ibáñez del Campo
"Cruce G-692 (San Alfonso) - Loncha, Alhué CL-Metropolitana de Santiago -34.07169, -71.20328",Región Metropolitana de Santiago
"Sector Colonia San Martin, Frutillar CL-Los Lagos -41.02776, -73.11009",Los Lagos
"1791323, Coquimbo CL-Coquimbo (-29.9738,-71.3731)",Coquimbo
"Talcahuano, Bío Bío, CL (-36.735, -73.105)",Bío-Bío
"975 Manuel Matta, Lautaro, Araucanía, CL (-38.534, -72.432)",Araucanía
"Camino Carén, Alhué CL-Metropolitana de Santiago -34.12681, -71.11298",Región Metropolitana de Santiago
"2840000, Alhué CL-Metropolitana de Santiago -34.12415, -71.11728",Región Metropolitana de Santiago
"Camino Carén, Alhué CL-Metropolitana de Santiago -34.12418, -71.12966",Región Metropolitana de Santiago
"464 José María Mercado, Catapilco, Valparaíso, CL (-32.565, -71.279)",Valparaíso
"Cruce Ruta 5 (Punta Colorada) - Tres Cruces - Las Breas, La Higuera CL-Coquimbo (-29.4303,-70.8305)",Coquimbo
"Cruce Ruta 9 (Morro Chico) - Cruce Ruta 255 CH (Punta Delgada), San Gregorio CL-Magallanes y La Antártica Chilena -52.18931, -69.80487",Magallanes
"Colbún, Maule, CL (-35.758, -71.261)",Maule
"Camino Carén, Alhué CL-Metropolitana de Santiago -34.12986, -71.14642",Región Metropolitana de Santiago
"10-11-2020 11:30
-39,931, -73,545",Los Ríos
"CL (-44,791, -73,519)",Aisén del General Carlos Ibáñez del Campo
"Soldado Valenzuela 3975, Arica CL-XV Arica and Parinacota Region -18.44072, -70.29340",Arica y Parinacota
"Ruta 9 N: Punta Arenas - Puerto Natales - Río Baguales, Punta Arenas CL-Magallanes y La Antártica Chilena -52.91552, -70.90377",Magallanes
"Ruta 9 N: Punta Arenas - Puerto Natales - Río Baguales, Punta Arenas CL-Magallanes y La Antártica Chilena -53.02885, -70.83159",Magallanes
"Cruce G-692 (San Alfonso) - Loncha, Alhué CL-Metropolitana de Santiago -34.07158, -71.20290",Región Metropolitana de Santiago
"Camino Carén, Alhué CL-Metropolitana de Santiago -34.13276, -71.15618",Región Metropolitana de Santiago
"Camino Carén, Alhué CL-Metropolitana de Santiago -34.13086, -71.14665",Región Metropolitana de Santiago
Playa de los Cañones,Valparaíso
Laguna los patos,Región Metropolitana de Santiago
"Diego de Deza 1160, Las Condes CL-Santiago -33.41939, -70.56810",Región Metropolitana de Santiago
Enbalse San Juan,Valparaíso
"T-301, Valdivia, Los Ríos, CL (-39.8, -73.161)",Los Ríos
"Talcahuano, Bío Bío, CL (-36.761, -73.043)",Bío-Bío
"Buill, Chaitén.",Los Lagos
"Soldado Valenzuela 3992, Arica CL-XV Arica and Parinacota Region -18.44076, -70.29331",Arica y Parinacota
Putre--APTHAPI,Arica y Parinacota
"CL (-43,032, -72,99)",Los Lagos
"Intendencia, Puerto Montt, Los Lagos, CL (-41.469, -72.938)",Los Lagos
Quebrada Paposo--Sector alto,Antofagasta
"2840000, Alhué CL-Metropolitana de Santiago -34.12475, -71.08797",Región Metropolitana de Santiago
"P-344, Arauco, Bío Bío, CL (-37.229, -73.546)",Bío-Bío
Ea. Luz Aurora,Magallanes
lircay,Maule
"Coyhaique, Aysén, CL (-45.558, -71.971)",Aisén del General Carlos Ibáñez del Campo
"P-344, Arauco, Bío Bío, CL (-37.221, -73.544)",Bío-Bío
"U-963, Puerto Octay, Los Lagos, CL (-41.044, -72.511)",Los Lagos
"U-963, Puerto Octay, Los Lagos, CL (-41.063, -72.485)",Los Lagos
"Cruce Longitudinal - Colonia Yungay, Quellón CL-Los Lagos (-42.9966,-73.6806)",Los Lagos
"G-98-F, Algarrobo, Valparaíso, CL (-33,339, -71,651)",Valparaíso
Plaza Héctor Lacrampette,Región Metropolitana de Santiago
Rebolledo con Gandarikkas,Valparaíso
Cayumapu,Los Ríos
"5520000, Puerto Varas CL-Los Lagos -41.27942, -72.78250",Los Lagos
Plaza Nuestra Señora del Rosario,Región Metropolitana de Santiago
"Unnamed Road, Valdivia, Los Ríos, CL (-39,749, -73,296)",Los Ríos
Costado ruta F-90,Valparaíso
"1195 Los Cardenales, Rio Bueno, Los Ríos, CL (-40.341, -72.946)",Los Ríos
Quintay--Playa Grande,Valparaíso
"06-11-2020 20:57
-45,734, -72,202",Aisén del General Carlos Ibáñez del Campo
"523 Longitudinal Sur, Sector: Túnel Angostura - Peor Es Nada, Requinoa, O'Higgins, CL (-34.258, -70.805)",Libertador General Bernardo O'Higgins
"Tacamó, Santa Rosa, Los Lagos, CL (-40,664, -72,935)",Los Lagos
Club Militar de Campo Peñalolén,Región Metropolitana de Santiago
"Sendero Paso Desolacion, Los Lagos, CL (-41.074, -72.481)",Los Lagos
"Puchingue, Punucapa, Los Ríos, CL (-39.751, -73.271)",Los Ríos
"Sendero refugio La Picada,U-963, Puerto Octay, Los Lagos, CL (-41.062, -72.485)",Los Lagos
"Lago Rupanco, Puerto Octay CL-Los Lagos -40.87415, -72.38131",Los Lagos
Cavas Del Valle,Coquimbo
"Soldado Valenzuela 3975, Arica CL-XV Arica and Parinacota Region -18.44071, -70.29346",Arica y Parinacota
"Costanera Sur (Arica), Arica CL-XV Arica and Parinacota Region -18.53875, -70.33256",Arica y Parinacota
"3877 José Toribio Merino, Algarrobo, Valparaíso, CL (-33,364, -71,687)",Valparaíso
"Las Dunas, Arica CL-XV Arica and Parinacota Region -18.41215, -70.32459",Arica y Parinacota
"5320 G-510, Paine, Región Metropolitana, CL (-33,818, -70,865)",Región Metropolitana de Santiago
"7 nov. 2020 17:58
-36.447, -72.884",Bío-Bío
"60 Primera Oriente Playa, Cartagena, Valparaíso, CL (-33,531, -71,604)",Valparaíso
"5520000, Puerto Montt CL-Los Lagos -41.43882, -72.71294",Los Lagos
"Las Ramaditas, Valparaíso, CL (-32,918, -71,506)",Valparaíso
Playa Pullaullao,Maule
"744 Buenos Aires, Osorno, Los Lagos, CL (-40,576, -73,115)",Los Lagos
Quebrada Las Hualtatas,Región Metropolitana de Santiago
Veguita de Las Retamas,Región Metropolitana de Santiago
"Camino Lampa Batuco (-33.269, -70.85)",Región Metropolitana de Santiago
"Soldado Valenzuela 825, Arica CL-XV Arica and Parinacota Region -18.44093, -70.29345",Arica y Parinacota
"3380000, San Clemente CL-Maule -35.47780, -71.01088",Maule
Parque Lantaño,Ñuble
"Unnamed Road, Maullín, Los Lagos, CL (-41.67, -73.422)",Los Lagos
"El Greco, Coquimbo, Coquimbo, CL (-30.216, -71.416)",Coquimbo
"Alerce - Colonia Río Sur, Puerto Montt CL-Los Lagos -41.38057, -72.85425",Los Lagos
"Plaza Portal La Florida, RM, CL (-33,511, -70,589)",Región Metropolitana de Santiago
"Panamericana Sur, Chonchi, Los Lagos, CL (-42,537, -73,829)",Los Lagos
"Yerbas Buenas, Vallenar CL-Atacama -29.22643, -71.01026",Atacama
"Nueva Esperanza, Arica CL-XV Arica and Parinacota Region -18.51815, -70.18216",Arica y Parinacota
Puente Casino,Valparaíso
"Camino del Chin 3637, Lo Barnechea CL-Metropolitana de Santiago -33.33557, -70.50340",Región Metropolitana de Santiago
arauco,Bío-Bío
"5600 Camino Valle Nevado, Lo Barnechea, Región Metropolitana, CL (-33.368, -70.271)",Región Metropolitana de Santiago
Vega Pascua,Atacama
"Sendero El Chucao, Puerto Raúl Marín Balmaceda, Aysén, CL (-43,766, -72,959)",Aisén del General Carlos Ibáñez del Campo
"1805 José Manuel Infante, Providencia, Región Metropolitana, CL (-33,448, -70,619)",Región Metropolitana de Santiago
"Salvador Dalí, Coquimbo, Coquimbo, CL (-30.215, -71.417)",Coquimbo
"574 Argentina, Puente Alto, Región Metropolitana, CL (-33,62, -70,58)",Región Metropolitana de Santiago
Puente San Pedro,Los Lagos
"Quilaco, Bío Bío, CL (-37,83, -71,929)",Bío-Bío
Los Sauces--Pueblo,Araucanía
"Panamericana Norte, Chañar, Atacama, CL (-29.148, -70.962)",Atacama
"511, Valdivia CL-Los Ríos -39.78310, -73.25493",Los Ríos
"Acceso al Volcán Osorno, Puerto Varas CL-Los Lagos (-41.1278,-72.5302)",Los Lagos
"Llanquihue, Los Lagos, CL (-41.271, -73.003)",Los Lagos
"Fundo Teja Norte, Valdivia CL-Los Ríos -39.79866, -73.25652",Los Ríos
"537, Puerto Octay CL-Los Lagos -40.87888, -72.38583",Los Lagos
"Soldado Valenzuela 3975, Arica CL-XV Arica and Parinacota Region -18.44072, -70.29341",Arica y Parinacota
"U-51, Pichil, Los Lagos, CL (-40,706, -73,019)",Los Lagos
"Unnamed Road, Pichil, Los Lagos, CL (-40,697, -73,06)",Los Lagos
"U-515, Osorno, Los Lagos, CL (-40,67, -73,081)",Los Lagos
"D-613, Ovalle, Coquimbo, CL (-31.041, -71.603)",Coquimbo
"890 Santa María, Puerto Montt, Los Lagos, CL (-41.47, -72.951)",Los Lagos
Santa Catalina--Lagunas,Araucanía
"3737 Las Parcelas, Maipú, Región Metropolitana, CL (-33,474, -70,731)",Región Metropolitana de Santiago
"Soldado Valenzuela 3983, Arica CL-XV Arica and Parinacota Region -18.44066, -70.29347",Arica y Parinacota
"C-17, La Isla, Atacama, CL (-26,654, -69,945)",Atacama
"C-17, Copiapó, Atacama, CL (-27,13, -69,978)",Atacama
"Unnamed Road, Corral, Los Ríos, CL (-39,95, -73,577)",Los Ríos
"Cruce Ruta 255 CH - Dinamarqueros - Teniente Merino, San Gregorio CL-Magallanes y La Antártica Chilena -52.46166, -70.55047",Magallanes
"Parque San Borja, Santiago CL-Metropolitana de Santiago -33.44009, -70.63701",Región Metropolitana de Santiago
"Santo Domingo, Región de Valparaíso, CL (-33.854, -71.653) Bucalemu",Valparaíso
"1455 Huáscar, Providencia, Región Metropolitana, CL (-33,447, -70,617)",Región Metropolitana de Santiago
Av. Departamental con Av. Las Industrias,Región Metropolitana de Santiago
"Gym Municipal, La Florida, RM, CL (-33,518, -70,588)",Región Metropolitana de Santiago
Parque 5 de abril,Región Metropolitana de Santiago
"4366 Avenida del Mar, Puchuncaví, Valparaíso, CL (-32,665, -71,442)",Valparaíso
"Avenida las palmeras, Coquimbo, Coquimbo, CL (-30.182, -71.443)",Coquimbo
Los Coligües de Algarrobo,Valparaíso
"F-20, Puchuncaví, Valparaíso, CL (-32,759, -71,319)",Valparaíso
"Cruce N-55 (Los Lleuques) - Tranque Diguillín - Los Cipreses, Pinto CL-Bío-Bío -36.91058, -71.59346",Ñuble
"Cruce Ruta 5 - Hacienda Ventana, Vallenar CL-Atacama -28.52869, -70.86542",Atacama
"511, Valdivia CL-Los Ríos -39.78955, -73.24797",Los Ríos
"Las Dunas, Arica CL-XV Arica and Parinacota Region -18.41508, -70.32195",Arica y Parinacota
"Soldado Valenzuela 3975, Arica CL-XV Arica and Parinacota Region -18.44072, -70.29343",Arica y Parinacota
"Unnamed Road, Doñihue, O'Higgins, CL (-34,215, -70,885)",Libertador General Bernardo O'Higgins
"946, San José de Maipo (-33.618611,-69.911846)",Región Metropolitana de Santiago
"240 General Korner, Villarrica, Araucanía, CL (-39,281, -72,222)",Araucanía
"3365 Perla del Limarí, Coquimbo, Coquimbo, CL (-30.194, -71.416)",Coquimbo
"980 José Tomás de la Fuente, Los Andes, Valparaíso, CL (-32,841, -70,611)",Valparaíso
Estero Las Cruces-Puente,Región Metropolitana de Santiago
Mar Chaitén,Los Lagos
"236 Lautaro, Rio Bueno, Los Ríos, CL (-40.329, -72.941)",Los Ríos
CL - PV-Costanera-P-Chico,Los Lagos
"75 José Velásquez, San Antonio, Valparaíso, CL (-33.618, -71.616)",Valparaíso
"PN Patagonia--Humedal km 2,2",Aisén del General Carlos Ibáñez del Campo
"550, Puerto Montt CL-Los Lagos -41.49731, -72.81846",Los Lagos
RN El Yali--Borde costero,Valparaíso
"Vega cordillerana, Salamanca",Coquimbo
Panamericana Norte (Cancha de Tierra JARios),Región Metropolitana de Santiago
"414 Avenida Marina, Viña del Mar, Valparaíso, CL (-33,022, -71,557)",Valparaíso
"Coquimbo, Coquimbo, CL (-30.203, -71.379)",Coquimbo
"Candelaria - Fundo Tutil, Quellón CL-Los Lagos -43.06682, -73.53633",Los Lagos
"Panamericana Norte, Hijuelas, Valparaíso, CL (-32,846, -71,099)",Valparaíso
"Panamericana Norte, Los Vilos, Coquimbo, CL (-31,771, -71,499)",Coquimbo
Los Morteros,Atacama
"511, Valdivia CL-XIV Los Ríos Region -39.72265, -73.24444",Los Ríos
"77 H-38, Coinco, O'Higgins, CL (-34,269, -70,95)",Libertador General Bernardo O'Higgins
"23 Panamericana Norte, Freirina, Atacama, CL (-29.179, -71.011)",Atacama
Cuesta Pajonales,Atacama
Camino Valle Nevado--Curva 2,Región Metropolitana de Santiago
Río Cruces--Cabo Blanco,Los Ríos
el turbio,Aisén del General Carlos Ibáñez del Campo
Playa La Pancora,Libertador General Bernardo O'Higgins
"C-480, Huasco, Atacama, CL (-28.509, -71.165)",Atacama
"Soldado Valenzuela 3975, Arica CL-XV Arica and Parinacota Region -18.44075, -70.29338",Arica y Parinacota
"3690000, Cobquecura CL-Bío-Bío -36.01235, -72.77574",Maule
"Unnamed Road, Ranquil, Bío Bío, CL (-36,616, -72,644)",Ñuble
"14 nov. 2020 15:40
-38.534, -71.106",Araucanía
"H-328, Coltauco, O'Higgins, CL (-34,219, -71,047)",Libertador General Bernardo O'Higgins
"Guarquén 800, Ñuñoa CL-Metropolitana de Santiago -33.46247, -70.58255",Región Metropolitana de Santiago
"Unnamed Road, Ranquil, Bío Bío, CL (-36,615, -72,644)",Ñuble
"Prolongacion Ignacio Carrera Pinto, Punta Arenas CL-Magallanes y La Antártica Chilena (-53.1424,-70.9874)",Magallanes
Camino Cueva de la Quintrala,Coquimbo
Punta Quelén,Coquimbo
"Ruta 9, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53,518, -70,95)",Magallanes
"Quintero, Valparaíso, CL (-32,883, -71,506)",Valparaíso
"Avenida Comandante San Martín, Arica CL-XV Arica and Parinacota Region -18.49210, -70.32785",Arica y Parinacota
"Quellón Viejo - Trincao - Yaldad, Quellón CL-Los Lagos -43.13838, -73.64699",Los Lagos
"Soldado Valenzuela 3992, Arica CL-XV Arica and Parinacota Region -18.44075, -70.29334",Arica y Parinacota
"Unnamed Road, Puente Alto, Región Metropolitana, CL (-33,588, -70,499)",Región Metropolitana de Santiago
"Ruta 181, Curacautín, Araucanía, CL (-38.468, -71.654)",Araucanía
Plaza Bicentenario,Región Metropolitana de Santiago
Aeródromo Teniente Vidal,Aisén del General Carlos Ibáñez del Campo
Metro Los Libertadores,Región Metropolitana de Santiago
"102, Arica CL-XV Arica and Parinacota Region -18.41399, -70.19740",Arica y Parinacota
"Curacautín, Araucanía, CL (-38.473, -71.654)",Araucanía
"102, Arica CL-XV Arica and Parinacota Region -18.41475, -70.19681",Arica y Parinacota
"3800 Ruta 243, Coyhaique, Aysén, CL (-45.561, -71.975)",Aisén del General Carlos Ibáñez del Campo
"Quebrada Gramado, Puerto Varas, Los Lagos, CL (-41.317, -72.99)",Los Lagos
"5200 Avenida del Mar, La Serena, Coquimbo, CL (-29,938, -71,286)",Coquimbo
Cerro Cristo del Maipo,Valparaíso
"Maule, Maule, CL (-35.535, -71.769)",Maule
"360 Gabriela Mistral, Puerto Cisnes, Aysén, CL (-44.727, -72.683)",Aisén del General Carlos Ibáñez del Campo
"H-830, Millahue, O'Higgins, CL (-34,528, -71,216)",Libertador General Bernardo O'Higgins
"Puerto Klocker - Río Blanco - Refugio La Picada, Puerto Octay CL-Los Lagos (-41.0122,-72.5943)",Los Lagos
Laguna Jeannette,Magallanes
Maiquillahue,Los Ríos
El Progreso,Maule
Laguna Cercana a Puesto Peninsula,Magallanes
Punta arenas costa,Magallanes
"6210019, Laguna Blanca CL-Magallanes y de la Antártica Chilena -52.35280, -71.02831",Magallanes
"Ruta 9 Norte, Laguna Blanca CL-Magallanes y de la Antártica Chilena -52.71452, -71.06486",Magallanes
"245, Limache CL-Valparaíso -33.04136, -71.33375",Valparaíso
LA BALANDRA 633,Región Metropolitana de Santiago
Estero San Sebastian-Playa (ROC),Valparaíso
"Pasaje Pudú 1835–1865, Curicó CL-Maule -34.97109, -71.23134",Maule
"228 O-630, Yumbel, Bío Bío, CL (-37,093, -72,562)",Bío-Bío
"Soldado Valenzuela 3992, Arica CL-XV Arica and Parinacota Region -18.44079, -70.29335",Arica y Parinacota
"San José de Maipo, Región Metropolitana, CL (-33,473, -70,039)",Región Metropolitana de Santiago
"1275 Chile, Valdivia de Paine, Región Metropolitana, CL (-33,812, -70,861)",Región Metropolitana de Santiago
"6300078, San Gregorio CL-Magallanes y de la Antártica Chilena -52.26025, -69.71788",Magallanes
cholqui,Región Metropolitana de Santiago
Entrada Santuatio Natural San Juan De Piche,Región Metropolitana de Santiago
"Río Cruces, Valdivia CL-XIV Los Ríos Region -39.76250, -73.25666",Los Ríos
"Río Cruces, Mariquina CL-XIV Los Ríos Region -39.67446, -73.17808",Los Ríos
"6300078, San Gregorio CL-Magallanes y de la Antártica Chilena -52.21294, -69.69845",Magallanes
"Parque Bicentenario de Cerrillos, Región Metropolitana.",Región Metropolitana de Santiago
"510, Mariquina CL-XIV Los Ríos Region -39.64936, -73.18382",Los Ríos
"510, Mariquina CL-XIV Los Ríos Region -39.66283, -73.18028",Los Ríos
"Río Cruces, Valdivia CL-XIV Los Ríos Region -39.72671, -73.24677",Los Ríos
Laguna Blanca--Interior,Magallanes
"6300078, San Gregorio CL-Magallanes y de la Antártica Chilena -52.24466, -69.73379",Magallanes
"9580000, Alhué CL-Metropolitana de Santiago -34.09457, -71.19972",Región Metropolitana de Santiago
"Soldado Valenzuela 3982, Arica CL-XV Arica and Parinacota Region -18.44064, -70.29333",Arica y Parinacota
Parque Alto Muro,Los Lagos
Punahue RNMCH,Los Ríos
Hijuelas De Pincha,Región Metropolitana de Santiago
"S-887, Pucón, Araucanía, CL (-39.355, -71.969)",Araucanía
"Jardin depto, Valdivia, Los Ríos, CL (-39,828, -73,217)",Los Ríos
"Avenida San Clemente, Puerto Varas, Los Lagos, CL (-41.326, -73.06)",Los Lagos
"Alhué, Región Metropolitana, CL (-34.091, -71.183)",Región Metropolitana de Santiago
"231 San Andrés, Calbuco, Los Lagos, CL (-41.763, -73.152)",Los Lagos
"2379-2391 Gerónimo de Alderete, La Florida, Región Metropolitana, CL (-33.527, -70.568)",Región Metropolitana de Santiago
"Calle Meseta del Gallo, Viña del Mar, Valparaíso, CL (-33,016, -71,524)",Valparaíso
"1275 Chile, Valdivia de Paine, Región Metropolitana, CL (-33,813, -70,861)",Región Metropolitana de Santiago
"493, Villarrica CL-La Araucanía -39.31601, -72.22808",Araucanía
Laguna Blanca--Estepa,Magallanes
"X-695, Coyhaique, Aysén, CL (-45,839, -71,829)",Aisén del General Carlos Ibáñez del Campo
"F-30-E, Quintero, Valparaíso, CL (-32.882, -71.496)",Valparaíso
"Italia, Batuco, Región Metropolitana, CL (-33,2, -70,815)",Región Metropolitana de Santiago
"6210019, Laguna Blanca CL-Magallanes y de la Antártica Chilena -52.52544, -70.99521",Magallanes
"Ruta 9 S: Punta Arenas - Fuerte Bulnes - San Juan - Río San Pedro, Punta Arenas CL-Magallanes y La Antártica Chilena -53.48972, -70.96279",Magallanes
Laguna Blanca--Estepa y pequeño estero,Magallanes
Quebrada Los Puquios,Libertador General Bernardo O'Higgins
Ruta Gallegos Chico-matorral,Magallanes
"26 Gran Avenida del Mar, Santo Domingo, Valparaíso, CL (-33.626, -71.632)",Valparaíso
